"","point","time","KS-08-1/10_1","KS-08-1/10_2","KS-08-1/100_1","KS-08-1/100_2","KS-03-1/10_1","KS-03-1/10_2","elapsed_h","time_lbl"
"232",231,"09:05:31",-0.4,-0.948,-0.503,-0.811,-0.126,-0.421,115.480833333333,"Day 4
19:28"
"233",232,"09:35:34",-0.416,-0.948,-0.504,-0.811,-0.126,-0.421,115.981666666667,"Day 4
19:58"
"234",233,"10:05:28",-0.409,-0.948,-0.498,-0.811,-0.126,-0.421,116.48,"Day 4
20:28"
"235",234,"10:35:32",-0.418,-0.948,-0.497,-0.811,-0.126,-0.421,116.981111111111,"Day 4
20:58"
"236",235,"11:05:32",-0.415,-0.948,-0.502,-0.811,-0.126,-0.421,117.481111111111,"Day 4
21:28"
"237",236,"11:35:26",-0.43,-0.948,-0.548,-0.811,-0.126,-0.421,117.979444444444,"Day 4
21:58"
"238",237,"12:05:27",-0.415,-0.948,-0.498,-0.811,-0.126,-0.421,118.479722222222,"Day 4
22:28"
"239",238,"12:35:30",-0.41,-0.948,-0.498,-0.811,-0.126,-0.421,118.980555555556,"Day 4
22:58"
"240",239,"13:05:25",-0.401,-0.948,-0.502,-0.811,-0.126,-0.421,119.479166666667,"Day 4
23:28"
"241",240,"13:35:28",-0.411,-0.948,-0.502,-0.811,-0.126,-0.421,119.98,"Day 4
23:58"
"242",241,"14:05:29",-0.396,-0.948,-0.51,-0.811,-0.126,-0.421,120.480277777778,"Day 5
00:28"
"243",242,"14:35:31",-0.411,-0.948,-0.512,-0.811,-0.126,-0.421,120.980833333333,"Day 5
00:58"
"244",243,"15:05:32",-0.401,-0.948,-0.513,-0.811,-0.126,-0.421,121.481111111111,"Day 5
01:28"
"245",244,"15:35:29",-0.425,-0.948,-0.504,-0.811,-0.126,-0.421,121.980277777778,"Day 5
01:58"
"246",245,"16:05:25",-0.409,-0.948,-0.499,-0.811,-0.126,-0.421,122.479166666667,"Day 5
02:28"
"247",246,"16:35:26",-0.408,-0.948,-0.513,-0.811,-0.126,-0.421,122.979444444444,"Day 5
02:58"
"248",247,"17:05:30",-0.42,-0.948,-0.518,-0.811,-0.126,-0.421,123.480555555556,"Day 5
03:28"
"249",248,"17:35:26",-0.429,-0.948,-0.506,-0.811,-0.126,-0.421,123.979444444444,"Day 5
03:58"
"250",249,"18:05:26",-0.418,-0.948,-0.505,-0.811,-0.126,-0.421,124.479444444444,"Day 5
04:28"
"251",250,"18:35:28",-0.429,-0.948,-0.518,-0.811,-0.126,-0.421,124.98,"Day 5
04:58"
"252",251,"19:05:25",-0.419,-0.948,-0.512,-0.811,-0.126,-0.421,125.479166666667,"Day 5
05:28"
"253",252,"19:35:30",-0.429,-0.948,-0.517,-0.811,-0.126,-0.421,125.980555555556,"Day 5
05:58"
"254",253,"20:05:27",-0.444,-0.948,-0.511,-0.811,-0.126,-0.421,126.479722222222,"Day 5
06:28"
"255",254,"20:35:30",-0.447,-0.948,-0.516,-0.811,-0.126,-0.421,126.980555555556,"Day 5
06:58"
"256",255,"21:05:26",-0.425,-0.948,-0.512,-0.811,-0.126,-0.421,127.479444444444,"Day 5
07:28"
"257",256,"21:35:24",-0.432,-0.948,-0.519,-0.811,-0.126,-0.421,127.978888888889,"Day 5
07:58"
"258",257,"22:05:25",-0.46,-0.948,-0.561,-0.811,-0.126,-0.421,128.479166666667,"Day 5
08:28"
"259",258,"22:35:28",-0.439,-0.948,-0.518,-0.811,-0.126,-0.421,128.98,"Day 5
08:58"
"260",259,"23:05:23",-0.446,-0.948,-0.519,-0.811,-0.126,-0.421,129.478611111111,"Day 5
09:28"
"261",260,"23:35:26",-0.427,-0.948,-0.513,-0.811,-0.126,-0.421,129.979444444444,"Day 5
09:58"
"262",261,"00:05:23",-0.437,-0.948,-0.521,-0.811,-0.126,-0.421,130.478611111111,"Day 5
10:28"
"263",262,"00:35:26",-0.448,-0.948,-0.518,-0.811,-0.126,-0.421,130.979444444444,"Day 5
10:58"
"264",263,"01:05:21",-0.432,-0.948,-0.513,-0.811,-0.126,-0.421,131.478055555556,"Day 5
11:28"
"265",264,"01:35:24",-0.442,-0.948,-0.513,-0.811,-0.126,-0.421,131.978888888889,"Day 5
11:58"
"266",265,"02:05:22",-0.441,-0.948,-0.519,-0.811,-0.126,-0.421,132.478333333333,"Day 5
12:28"
"267",266,"02:35:20",-0.436,-0.948,-0.518,-0.811,-0.126,-0.421,132.977777777778,"Day 5
12:58"
"268",267,"03:05:18",-0.438,-0.948,-0.517,-0.811,-0.126,-0.421,133.477222222222,"Day 5
13:28"
"269",268,"03:35:19",-0.452,-0.948,-0.521,-0.811,-0.126,-0.421,133.9775,"Day 5
13:58"
"270",269,"04:05:22",-0.441,-0.948,-0.518,-0.811,-0.126,-0.421,134.478333333333,"Day 5
14:28"
"271",270,"04:35:19",-0.444,-0.948,-0.524,-0.811,-0.126,-0.421,134.9775,"Day 5
14:58"
"272",271,"05:05:22",-0.446,-0.948,-0.517,-0.811,-0.126,-0.421,135.478333333333,"Day 5
15:28"
"273",272,"05:35:17",-0.455,-0.948,-0.531,-0.811,-0.126,-0.421,135.976944444444,"Day 5
15:58"
"274",273,"06:05:18",-0.456,-0.948,-0.523,-0.811,-0.126,-0.421,136.477222222222,"Day 5
16:28"
"275",274,"06:35:23",-0.46,-0.948,-0.525,-0.811,-0.126,-0.421,136.978611111111,"Day 5
16:58"
"276",275,"07:05:22",-0.463,-0.948,-0.524,-0.811,-0.126,-0.421,137.478333333333,"Day 5
17:28"
"277",276,"07:35:21",-0.455,-0.948,-0.519,-0.811,-0.126,-0.421,137.978055555556,"Day 5
17:58"
"278",277,"08:05:17",-0.468,-0.948,-0.524,-0.811,-0.126,-0.421,138.476944444444,"Day 5
18:28"
"279",278,"08:35:18",-0.463,-0.948,-0.529,-0.811,-0.126,-0.421,138.977222222222,"Day 5
18:58"
"280",279,"09:05:21",-0.47,-0.948,-0.525,-0.811,-0.126,-0.421,139.478055555556,"Day 5
19:28"
"281",280,"09:35:17",-0.467,-0.948,-0.528,-0.811,-0.126,-0.421,139.976944444444,"Day 5
19:58"
"282",281,"10:05:20",-0.471,-0.948,-0.531,-0.811,-0.126,-0.421,140.477777777778,"Day 5
20:28"
"283",282,"10:35:14",-0.46,-0.948,-0.52,-0.811,-0.126,-0.421,140.976111111111,"Day 5
20:58"
"284",283,"11:05:17",-0.48,-0.948,-0.536,-0.811,-0.126,-0.421,141.476944444444,"Day 5
21:28"
"285",284,"11:35:19",-0.478,-0.948,-0.535,-0.811,-0.126,-0.421,141.9775,"Day 5
21:58"
"286",285,"12:05:18",-0.484,-0.948,-0.534,-0.811,-0.126,-0.421,142.477222222222,"Day 5
22:28"
"287",286,"12:35:15",-0.476,-0.948,-0.528,-0.811,-0.126,-0.421,142.976388888889,"Day 5
22:58"
"288",287,"13:05:13",-0.481,-0.948,-0.523,-0.811,-0.126,-0.421,143.475833333333,"Day 5
23:28"
"289",288,"13:35:17",-0.487,-0.948,-0.525,-0.811,-0.126,-0.421,143.976944444444,"Day 5
23:58"
"290",289,"14:05:17",-0.483,-0.948,-0.521,-0.811,-0.126,-0.421,144.476944444444,"Day 6
00:28"
"291",290,"14:35:20",-0.489,-0.948,-0.521,-0.811,-0.126,-0.421,144.977777777778,"Day 6
00:58"
"292",291,"15:05:17",-0.492,-0.948,-0.523,-0.811,-0.126,-0.421,145.476944444444,"Day 6
01:28"
"293",292,"15:35:13",-0.495,-0.948,-0.527,-0.811,-0.126,-0.421,145.975833333333,"Day 6
01:58"
"294",293,"16:05:16",-0.499,-0.948,-0.533,-0.811,-0.126,-0.421,146.476666666667,"Day 6
02:28"
"295",294,"16:35:12",-0.492,-0.948,-0.527,-0.811,-0.126,-0.421,146.975555555556,"Day 6
02:58"
"296",295,"17:05:15",-0.5,-0.948,-0.525,-0.811,-0.126,-0.421,147.476388888889,"Day 6
03:28"
"297",296,"17:35:10",-0.496,-0.948,-0.531,-0.811,-0.126,-0.421,147.975,"Day 6
03:58"
"298",297,"18:05:17",-0.503,-0.948,-0.534,-0.811,-0.126,-0.421,148.476944444444,"Day 6
04:28"
"299",298,"18:35:10",-0.506,-0.948,-0.535,-0.811,-0.126,-0.421,148.975,"Day 6
04:58"
"300",299,"19:05:13",-0.512,-0.948,-0.532,-0.811,-0.126,-0.421,149.475833333333,"Day 6
05:28"
"301",300,"19:35:17",-0.514,-0.948,-0.535,-0.811,-0.126,-0.421,149.976944444444,"Day 6
05:58"
"302",301,"20:05:15",-0.518,-0.948,-0.535,-0.811,-0.126,-0.421,150.476388888889,"Day 6
06:28"
"303",302,"20:35:11",-0.521,-0.948,-0.533,-0.811,-0.126,-0.421,150.975277777778,"Day 6
06:58"
"304",303,"21:05:14",-0.526,-0.948,-0.538,-0.811,-0.126,-0.421,151.476111111111,"Day 6
07:28"
"305",304,"21:35:10",-0.532,-0.948,-0.541,-0.811,-0.126,-0.421,151.975,"Day 6
07:58"
"306",305,"22:05:13",-0.523,-0.948,-0.539,-0.811,-0.126,-0.421,152.475833333333,"Day 6
08:28"
"307",306,"22:35:09",-0.521,-0.948,-0.534,-0.811,-0.126,-0.421,152.974722222222,"Day 6
08:58"
"308",307,"23:05:11",-0.536,-0.948,-0.543,-0.811,-0.126,-0.421,153.475277777778,"Day 6
09:28"
"309",308,"23:35:14",-0.538,-0.948,-0.541,-0.811,-0.126,-0.421,153.976111111111,"Day 6
09:58"
"310",309,"00:05:10",-0.538,-0.948,-0.542,-0.811,-0.126,-0.421,154.475,"Day 6
10:28"
"311",310,"00:35:13",-0.541,-0.948,-0.549,-0.811,-0.126,-0.421,154.975833333333,"Day 6
10:58"
"312",311,"01:05:10",-0.536,-0.948,-0.542,-0.811,-0.126,-0.421,155.475,"Day 6
11:28"
"313",312,"01:35:07",-0.541,-0.948,-0.551,-0.811,-0.126,-0.421,155.974166666667,"Day 6
11:58"
"314",313,"02:05:12",-0.55,-0.948,-0.546,-0.811,-0.126,-0.421,156.475555555556,"Day 6
12:28"
"315",314,"02:35:07",-0.554,-0.948,-0.547,-0.811,-0.126,-0.421,156.974166666667,"Day 6
12:58"
"316",315,"03:05:12",-0.579,-0.948,-0.55,-0.811,-0.126,-0.421,157.475555555556,"Day 6
13:28"
"317",316,"03:35:08",-0.561,-0.948,-0.549,-0.811,-0.126,-0.421,157.974444444444,"Day 6
13:58"
"318",317,"04:05:08",-0.578,-0.948,-0.554,-0.811,-0.126,-0.421,158.474444444444,"Day 6
14:28"
"319",318,"04:35:10",-0.568,-0.948,-0.55,-0.811,-0.126,-0.421,158.975,"Day 6
14:58"
"320",319,"05:05:03",-0.568,-0.948,-0.56,-0.811,-0.126,-0.421,159.473055555556,"Day 6
15:28"
"321",320,"05:35:06",-0.569,-0.948,-0.558,-0.811,-0.126,-0.421,159.973888888889,"Day 6
15:58"
"322",321,"06:05:11",-0.582,-0.948,-0.555,-0.811,-0.126,-0.421,160.475277777778,"Day 6
16:28"
"323",322,"06:35:08",-0.583,-0.948,-0.558,-0.811,-0.126,-0.421,160.974444444444,"Day 6
16:58"
"324",323,"07:05:06",-0.596,-0.948,-0.555,-0.811,-0.126,-0.421,161.473888888889,"Day 6
17:28"
"325",324,"07:35:09",-0.593,-0.948,-0.557,-0.811,-0.126,-0.421,161.974722222222,"Day 6
17:58"
"326",325,"08:05:10",-0.592,-0.948,-0.557,-0.811,-0.126,-0.421,162.475,"Day 6
18:28"
"327",326,"08:35:04",-0.601,-0.948,-0.565,-0.811,-0.126,-0.421,162.973333333333,"Day 6
18:58"
"328",327,"09:05:07",-0.614,-0.948,-0.561,-0.811,-0.126,-0.421,163.474166666667,"Day 6
19:28"
"329",328,"09:35:08",-0.612,-0.948,-0.563,-0.811,-0.126,-0.421,163.974444444444,"Day 6
19:58"
"330",329,"10:05:09",-0.609,-0.948,-0.57,-0.811,-0.126,-0.421,164.474722222222,"Day 6
20:28"
"331",330,"10:35:03",-0.613,-0.948,-0.571,-0.811,-0.126,-0.421,164.973055555556,"Day 6
20:58"
"332",331,"11:05:04",-0.621,-0.948,-0.574,-0.811,-0.126,-0.421,165.473333333333,"Day 6
21:28"
"333",332,"11:35:05",-0.627,-0.948,-0.569,-0.811,-0.126,-0.421,165.973611111111,"Day 6
21:58"
"334",333,"12:05:06",-0.627,-0.948,-0.575,-0.811,-0.126,-0.421,166.473888888889,"Day 6
22:28"
"335",334,"12:35:02",-0.64,-0.948,-0.574,-0.811,-0.126,-0.421,166.972777777778,"Day 6
22:58"
"336",335,"13:05:04",-0.649,-0.948,-0.582,-0.811,-0.126,-0.421,167.473333333333,"Day 6
23:28"
"337",336,"13:35:02",-0.641,-0.948,-0.576,-0.811,-0.126,-0.421,167.972777777778,"Day 6
23:58"
"338",337,"14:05:04",-0.661,-0.948,-0.583,-0.811,-0.126,-0.421,168.473333333333,"Day 7
00:28"
"339",338,"14:35:02",-0.654,-0.948,-0.586,-0.811,-0.126,-0.421,168.972777777778,"Day 7
00:58"
"340",339,"15:05:03",-0.683,-0.948,-0.578,-0.811,-0.126,-0.421,169.473055555556,"Day 7
01:28"
"341",340,"15:35:05",-0.681,-0.948,-0.585,-0.811,-0.126,-0.421,169.973611111111,"Day 7
01:58"
"342",341,"16:04:59",-0.67,-0.948,-0.584,-0.811,-0.126,-0.421,170.471944444444,"Day 7
02:28"
"343",342,"16:35:03",-0.676,-0.948,-0.589,-0.811,-0.126,-0.421,170.973055555556,"Day 7
02:58"
"344",343,"17:05:04",-0.691,-0.948,-0.59,-0.811,-0.126,-0.421,171.473333333333,"Day 7
03:28"
"345",344,"17:34:58",-0.696,-0.948,-0.591,-0.811,-0.126,-0.421,171.971666666667,"Day 7
03:58"
"346",345,"18:05:01",-0.703,-0.948,-0.592,-0.811,-0.126,-0.421,172.4725,"Day 7
04:28"
"347",346,"18:35:02",-0.722,-0.948,-0.593,-0.811,-0.126,-0.421,172.972777777778,"Day 7
04:58"
"348",347,"19:05:03",-0.709,-0.948,-0.594,-0.811,-0.126,-0.421,173.473055555556,"Day 7
05:28"
"349",348,"19:34:59",-0.702,-0.948,-0.6,-0.811,-0.126,-0.421,173.971944444444,"Day 7
05:58"
"350",349,"20:05:02",-0.718,-0.948,-0.6,-0.811,-0.126,-0.421,174.472777777778,"Day 7
06:28"
"351",350,"20:35:00",-0.736,-0.948,-0.6,-0.811,-0.126,-0.421,174.972222222222,"Day 7
06:58"
"352",351,"21:04:58",-0.721,-0.948,-0.603,-0.811,-0.126,-0.421,175.471666666667,"Day 7
07:28"
"353",352,"21:35:01",-0.732,-0.948,-0.604,-0.811,-0.126,-0.421,175.9725,"Day 7
07:58"
"354",353,"22:05:00",-0.743,-0.948,-0.608,-0.811,-0.126,-0.421,176.472222222222,"Day 7
08:28"
"355",354,"22:34:55",-0.745,-0.948,-0.606,-0.811,-0.126,-0.421,176.970833333333,"Day 7
08:58"
"356",355,"23:04:59",-0.752,-0.948,-0.613,-0.811,-0.126,-0.421,177.471944444444,"Day 7
09:28"
"357",356,"23:34:57",-0.768,-0.948,-0.613,-0.811,-0.126,-0.421,177.971388888889,"Day 7
09:58"
"358",357,"00:04:58",-0.773,-0.948,-0.611,-0.811,-0.126,-0.421,178.471666666667,"Day 7
10:28"
"359",358,"00:34:55",-0.789,-0.948,-0.616,-0.811,-0.126,-0.421,178.970833333333,"Day 7
10:58"
"360",359,"01:04:58",-0.827,-0.948,-0.616,-0.811,-0.126,-0.421,179.471666666667,"Day 7
11:28"
"361",360,"01:34:53",-0.803,-0.948,-0.621,-0.811,-0.126,-0.421,179.970277777778,"Day 7
11:58"
"362",361,"02:04:56",-0.803,-0.948,-0.62,-0.811,-0.126,-0.421,180.471111111111,"Day 7
12:28"
"363",362,"02:34:57",-0.821,-0.948,-0.623,-0.811,-0.126,-0.421,180.971388888889,"Day 7
12:58"
"364",363,"03:04:56",-0.826,-0.948,-0.625,-0.811,-0.126,-0.421,181.471111111111,"Day 7
13:28"
"365",364,"03:34:54",-0.827,-0.948,-0.628,-0.811,-0.126,-0.421,181.970555555556,"Day 7
13:58"
"366",365,"04:04:56",-0.839,-0.948,-0.632,-0.811,-0.126,-0.421,182.471111111111,"Day 7
14:28"
"367",366,"04:34:54",-0.865,-0.948,-0.632,-0.811,-0.126,-0.421,182.970555555556,"Day 7
14:58"
"368",367,"05:04:57",-0.854,-0.948,-0.634,-0.811,-0.126,-0.421,183.471388888889,"Day 7
15:28"
"369",368,"05:34:51",-0.853,-0.948,-0.638,-0.811,-0.126,-0.421,183.969722222222,"Day 7
15:58"
"370",369,"06:04:56",-0.865,-0.948,-0.638,-0.811,-0.126,-0.421,184.471111111111,"Day 7
16:28"
"371",370,"06:34:53",-0.879,-0.948,-0.641,-0.811,-0.126,-0.421,184.970277777778,"Day 7
16:58"
"372",371,"07:04:56",-0.879,-0.948,-0.645,-0.811,-0.126,-0.421,185.471111111111,"Day 7
17:28"
"373",372,"07:34:57",-0.879,-0.948,-0.659,-0.811,-0.126,-0.421,185.971388888889,"Day 7
17:58"
"374",373,"08:04:52",-0.879,-0.948,-0.651,-0.811,-0.126,-0.421,186.47,"Day 7
18:28"
"375",374,"08:34:54",-0.879,-0.948,-0.658,-0.811,-0.126,-0.421,186.970555555556,"Day 7
18:58"
"376",375,"09:04:54",-0.879,-0.948,-0.661,-0.811,-0.126,-0.421,187.470555555556,"Day 7
19:28"
"377",376,"09:34:55",-0.879,-0.948,-0.663,-0.811,-0.126,-0.421,187.970833333333,"Day 7
19:58"
"378",377,"10:04:50",-0.879,-0.948,-0.667,-0.811,-0.126,-0.421,188.469444444444,"Day 7
20:28"
"379",378,"10:34:53",-0.879,-0.948,-0.671,-0.811,-0.126,-0.421,188.970277777778,"Day 7
20:58"
"380",379,"11:04:49",-0.879,-0.948,-0.67,-0.811,-0.126,-0.421,189.469166666667,"Day 7
21:28"
"381",380,"11:34:52",-0.879,-0.948,-0.679,-0.811,-0.126,-0.421,189.97,"Day 7
21:58"
"382",381,"12:04:50",-0.879,-0.948,-0.686,-0.811,-0.126,-0.421,190.469444444444,"Day 7
22:28"
"383",382,"12:34:53",-0.879,-0.948,-0.684,-0.811,-0.126,-0.421,190.970277777778,"Day 7
22:58"
"384",383,"13:04:50",-0.879,-0.948,-0.694,-0.811,-0.126,-0.421,191.469444444444,"Day 7
23:28"
"385",384,"13:34:51",-0.879,-0.948,-0.698,-0.811,-0.126,-0.421,191.969722222222,"Day 7
23:58"
"386",385,"14:04:47",-0.879,-0.948,-0.703,-0.811,-0.126,-0.421,192.468611111111,"Day 8
00:28"
"387",386,"14:34:52",-0.879,-0.948,-0.702,-0.811,-0.126,-0.421,192.97,"Day 8
00:58"
"388",387,"15:04:49",-0.879,-0.948,-0.707,-0.811,-0.126,-0.421,193.469166666667,"Day 8
01:28"
